,Age,identity_attack
4159,26,7.636287045897916e-05
4161,24,9.093237167689948e-05
4162,30,0.0002222137118224
4163,30,0.0001430480187991
4164,25,0.0002464479766786
4167,39,6.406904867617413e-05
4192,50,0.0014118643011897
4195,24,0.000127440522192
4199,31,0.0663671791553497
4200,22,6.296913488768041e-05
4202,26,0.000129607724375
4204,29,0.0120611060410738
4206,26,0.0002127781626768
4208,30,0.0002840520464815
4209,30,0.0001129406373365
4210,26,7.954608008731157e-05
4211,30,0.0001101125599234
4212,30,0.0002542649745009
4216,22,0.0001079276335076
4217,21,0.0002096426760545
4222,21,5.450656317407265e-05
4227,40,0.0001183149870485
4229,40,0.0003341931733302
4234,40,0.0001282713783439
4237,45,0.0001606756850378
4238,30,0.0001138920270022
4240,40,0.0001328147918684
4241,30,0.0001032910586218
4242,30,0.0015885639004409
4243,30,0.0002460601099301
4244,30,9.460450382903218e-05
4245,40,8.550477650715038e-05
4246,31,6.231675070011988e-05
4247,40,0.0001072190207196
4248,61,0.0001217418612213
4249,40,0.000257181469351
4251,34,8.083163265837356e-05
4254,21,7.219745020847768e-05
4255,31,0.0001153730408987
4257,26,0.0001712249068077
4258,22,8.546491881133988e-05
4259,31,0.0002073444484267
4260,45,6.979705358389765e-05
4261,31,0.0001519951911177
4262,45,7.038838521111757e-05
4264,24,8.774849266046658e-05
4265,45,0.0003674562321975
4266,26,0.0001049073835019
4267,22,0.0001609782484592
4272,26,7.084502431098372e-05
4273,45,0.0001601134863449
4274,26,0.0008261517505161
4277,45,7.622544217156246e-05
4278,35,9.123880590777844e-05
4280,57,0.0001787201035767
4283,45,8.862508548190817e-05
4286,45,8.953851647675037e-05
4289,45,0.0001096107516787
4290,26,0.0002213287953054
4291,23,0.0001414608414052
4292,42,0.000197308967472
4293,42,9.221109212376176e-05
4295,21,8.881102985469624e-05
4296,21,8.597686974098906e-05
4298,21,8.773778972681612e-05
4299,60,9.717024659039453e-05
4302,46,8.461522520519793e-05
4307,21,0.0003934347478207
4309,21,0.0001100292138289
4310,21,0.0002157259150408
4311,21,0.0001014869922073
4312,21,8.327300020027906e-05
4314,31,8.635591075289994e-05
4316,21,6.992362614255399e-05
4317,21,7.426070078508928e-05
4319,21,0.000957355950959
4320,21,8.722257916815579e-05
4321,30,0.0002759352501016
4322,21,0.0018358591478317
4323,21,8.730046829441562e-05
4325,30,0.0001853225403465
4327,30,7.900541095295921e-05
4334,21,5.910457548452541e-05
4335,21,0.0006179405609145
4336,25,7.804096821928397e-05
4339,23,0.00108008319512
4343,21,5.893662819289602e-05
4346,20,9.175200830213726e-05
4349,30,9.528861846774817e-05
4351,30,0.0001463520020479
4352,23,0.0001320737210335
4354,23,8.117792458506301e-05
4363,12,5.722932837670669e-05
4365,13,6.149259570520371e-05
4366,34,0.0002364510000916
4370,27,0.0001080025904229
4371,54,6.758322706446052e-05
4373,30,0.0006320411339402
4374,31,0.0001394604332745
4375,31,7.997124339453876e-05
4376,30,0.0004722967278212
4378,65,0.0003599186020437
4379,26,0.0002403926919214
4393,30,0.0003194008604623
4394,36,9.656356269260868e-05
4395,36,0.0049188705161213
4396,40,0.0001070029029506
4397,40,8.016662468435243e-05
4398,40,0.0001393571437802
4400,55,0.0002064903965219
4401,24,6.595326703973114e-05
4405,27,6.917781865922734e-05
4406,30,8.3762155554723e-05
4407,30,0.0002092778158839
4408,27,6.858552660560235e-05
4409,30,0.0001398207386955
4410,30,0.0002834527986124
4412,30,0.0001363290357403
4413,30,0.0192384999245405
4415,26,0.0001779698359314
4421,27,7.608919986523688e-05
4422,22,6.185760139487684e-05
4423,34,0.0001060031645465
4424,34,0.0002025436406256
4425,44,6.203913653735071e-05
4426,27,8.707615052117035e-05
4442,31,7.958189235068858e-05
4443,24,0.0001023406439344
4444,61,0.0014130055205896
4445,21,0.0002358574711252
4446,21,0.0001516936026746
4449,30,0.0002036033547483
4450,30,0.0009675277979113
4451,30,0.0005601418670266
4452,30,0.00169063732028
4453,36,8.164286555256695e-05
4454,36,6.733227928634733e-05
4455,36,7.621272379765287e-05
4456,36,0.0001401948247803
4457,36,0.0001298338320339
4458,30,7.993014878593385e-05
4460,26,9.135511936619878e-05
4464,33,6.55549083603546e-05
4465,33,7.132318569347262e-05
4469,60,9.509455412626266e-05
4470,21,8.543948933947831e-05
4471,21,0.0015928169013932
4472,31,0.0001346723729511
4473,31,0.0001408089447068
4474,21,0.0004592833574861
4475,40,0.0010479295160621
4476,23,0.0001256656541954
4477,26,0.0004921844811178
4478,22,7.29575112927705e-05
4479,20,6.732129986630753e-05
4480,21,0.0001597077352926
4481,21,6.722455873386934e-05
4482,21,0.0001538831129437
4485,21,7.45732249924913e-05
4487,22,0.0012794786598533
4488,21,7.160402310546488e-05
4490,18,7.065860700095072e-05
4491,69,0.0006550554535351
4492,27,7.308291969820857e-05
4493,18,6.746583676431328e-05
4494,46,7.154389459174126e-05
4509,21,8.960300328908488e-05
4510,21,8.099119440885261e-05
4516,69,0.0009637397597543
4517,52,0.0001250948844244
4519,24,0.0001732906530378
4522,47,0.000105331891973
4524,45,6.616744940401986e-05
4526,24,0.0007845052750781
4527,63,8.153207454597577e-05
4528,45,7.843048661015928e-05
4531,40,7.168566662585363e-05
4532,23,0.0018719682702794
4533,18,9.371113264933228e-05
4535,45,0.0001619801623746
4537,45,0.0003950521349906
4538,23,8.856467320583761e-05
4539,45,0.0001239157427335
4540,45,0.0001044899545377
4543,45,0.000149895568029
4547,54,0.0001534374023322
4549,24,0.000857961596921
4551,18,9.865956235444172e-05
4552,21,0.0001455789752071
4553,25,6.922968896105886e-05
4557,45,0.0322464443743228
4558,23,7.050480780890211e-05
4559,21,7.389984966721386e-05
4561,21,8.952459756983444e-05
4563,21,0.0227701291441917
4564,21,0.0002023440756602
4566,21,0.0001228545006597
4569,23,0.0002987099287565
4575,23,0.0003495983546599
4581,30,0.0008936746162362
4582,30,9.071108797797932e-05
4584,23,0.0003636619949247
4587,55,0.0002134908427251
4588,55,7.729080243734643e-05
4589,63,8.507072925567627e-05
4590,54,6.315718201221898e-05
4591,12,0.0001923345698742
4594,36,0.0513413026928901
4595,25,0.0001098602224374
4599,13,0.0001429199910489
4619,24,0.0064206179231405
4626,33,8.128597983159125e-05
4627,33,0.0001946937409229
4629,33,7.776803249726072e-05
4631,26,0.000111859611934
4633,31,0.0002643116749823
4634,40,0.00015480350703
4635,40,0.000103782833321
4636,22,0.0009976660367101
4644,33,9.4571674708277e-05
4646,33,7.365726924035698e-05
4647,33,9.560016042087228e-05
4651,55,0.099914826452732
4652,31,7.203673158073798e-05
4655,26,0.0849017277359962
4656,26,9.993374260375276e-05
4657,26,0.0003803650615736
4659,23,7.538891077274457e-05
4661,20,0.0008246777579188
4666,40,0.0001762006286298
4667,40,8.056882506934926e-05
4674,40,0.0006055436679162
4675,40,7.477945473510772e-05
4676,21,0.001133830868639
4677,40,0.0001491490402258
4678,40,0.0001046901306835
4679,34,0.0007056466420181
4680,26,0.0007698984118178
4681,26,9.039668657351284e-05
4682,54,0.0001371091493638
4683,21,9.334350761491804e-05
4684,21,6.194159504957497e-05
4685,21,0.0009736421052366
4686,21,0.0001208098910865
4687,21,9.68657768680714e-05
4688,46,0.0001101611851481
4692,41,0.0001296632253797
4694,41,0.0015165869845077
4695,34,8.680347673362121e-05
4698,26,9.78630196186714e-05
4700,21,0.0001317072310484
4706,46,9.69355460256338e-05
4709,21,9.025327017297968e-05
4712,26,0.0001136558348662
4714,26,0.0003056527057196
4715,21,0.0010783199686557
4716,26,7.797625585226342e-05
4717,21,0.0011548387119546
4719,43,0.0001431016280548
4720,26,0.0004371343529783
4722,44,0.0002368072455283
4723,33,8.093537326203659e-05
4724,52,0.0002171434316551
4725,26,0.0001584205165272
4729,30,0.000148660474224
4730,38,0.000577404804062
4731,30,6.270415906328708e-05
4734,34,0.0002366995759075
4739,23,0.0001837963063735
4740,12,8.130093920044601e-05
4742,54,9.136278094956651e-05
4745,24,7.213083881651983e-05
4746,34,0.0001283182355109
4747,24,0.0001990102027775
4748,51,0.0374701619148254
4750,44,7.42635311326012e-05
4752,39,0.0004428881802596
4766,40,8.909129246603698e-05
4767,40,9.20571546885185e-05
4768,40,0.0006058060098439
4769,40,0.0001849045802373
4778,33,9.611313726054505e-05
4779,33,7.166037539718673e-05
4780,40,7.13335903128609e-05
4781,40,6.981775368331e-05
4782,50,0.0001779913873178
4783,31,0.0036292057484388
4787,22,0.0007520039798691
4788,29,7.895570161053911e-05
4796,26,0.0001685971219558
4804,24,8.178203279385343e-05
4807,36,9.326538565801457e-05
4809,31,0.0001527180866105
4811,44,0.0007743317983113
4812,31,9.208797564497218e-05
4813,55,0.0001646184246055
4814,31,8.396993507631123e-05
4816,31,0.0001320317824138
4817,26,9.342507109977304e-05
4818,31,0.0002163149911211
4819,46,0.0001337338617304
4821,31,0.0002081873681163
4822,31,0.0001618103415239
4825,44,7.793581607984379e-05
4828,33,6.557128654094413e-05
4829,33,0.0001557531795697
4830,40,0.000153484812472
4831,33,8.79124054335989e-05
4832,33,7.162157271523029e-05
4833,33,8.841742965159938e-05
4836,40,9.29493980947882e-05
4837,66,0.0001470037532271
4838,21,5.6080745707731694e-05
4839,26,6.853192462585866e-05
4841,26,0.0001009719999274
4842,40,7.394849671982229e-05
4843,26,0.000121558929095
4845,34,0.0003006292681675
4847,30,0.0001196468292619
4851,30,0.0023222430609166
4853,36,7.351727253990248e-05
4854,36,6.49811772746034e-05
4855,36,0.0001192725176224
4856,36,0.0010003399802371
4857,21,0.0001379226596327
4858,36,5.947139288764447e-05
4859,36,7.324666512431577e-05
4860,21,0.0014778000768274
4861,21,7.697357068536803e-05
4862,30,0.0001145350179285
4863,26,0.0005782104562968
4867,20,6.229423161130399e-05
4875,26,8.844694821164012e-05
4877,40,6.47038541501388e-05
4878,34,0.0001224134175572
4883,23,0.0010863613570109
4884,21,0.0001228500623255
4885,21,8.965770393842831e-05
4886,21,0.0001648936595302
4887,21,7.783695036778226e-05
4890,63,6.954922719160095e-05
4891,63,6.573726568603888e-05
4894,16,0.0012222519144415
4895,32,0.0002285677037434
4896,23,0.001529072644189
4898,34,0.0001117781503126
4899,31,0.0001096122214221
4900,23,0.0006616309401579
4905,46,9.69299944699742e-05
4907,54,0.0001118141808547
4909,54,0.000105991239252
4910,24,9.165380470221862e-05
4914,21,6.080527600715868e-05
4915,24,9.97237511910498e-05
4916,61,7.142419053707272e-05
4917,61,7.052632281556726e-05
4922,12,0.000407398911193
4924,34,9.188973490381612e-05
4925,54,6.422417209250852e-05
4946,26,0.0002052353520411
4948,40,7.651821215404198e-05
4952,40,0.0003751284093596
4955,33,8.323822839884087e-05
4956,33,8.529313345206901e-05
4957,33,8.648381481179968e-05
4958,33,9.555787255521864e-05
4959,33,6.530046812258661e-05
4961,40,0.0001431062701158
4962,40,0.0001371593680232
4963,33,8.41427463456057e-05
4965,33,9.354684880236164e-05
4969,29,8.990684000309557e-05
4972,26,0.000107368810859
4975,31,9.988382953451946e-05
4976,22,6.1016537074465305e-05
4977,36,0.005721163470298
4978,36,6.788816972402856e-05
4979,36,0.000135459282319
4981,36,6.990042311372235e-05
4982,36,6.30735230515711e-05
4989,29,0.0001140961539931
4991,21,0.0006907345959916
4993,40,8.809971768641844e-05
4994,21,0.0005002684192731
4997,26,0.0019110271241515
5000,45,0.0001380034373141
5001,26,0.0010947874980047
5002,26,7.799082959536463e-05
5004,21,0.0030335607007145
5006,21,0.0017015953781083
5007,21,7.293156522791833e-05
5008,40,7.687482866458595e-05
5009,45,0.0001222502178279
5010,21,0.003216209122911
5011,21,0.000149166691699
5012,20,0.001085172407329
5013,21,9.267706627724692e-05
5017,18,8.606965275248513e-05
5019,21,0.0038017521146684
5020,21,0.0002285786031279
5023,34,9.968714584829286e-05
5038,46,0.0016269432380795
5039,46,0.0005865822313353
5044,24,0.0001651472994126
5046,40,6.379457772709429e-05
5048,45,0.0001197718229377
5049,26,7.161618123063818e-05
5052,45,0.0006919268635101
5053,45,8.240737224696204e-05
5055,45,0.0042824577540159
5061,46,8.729380351724103e-05
5068,33,0.0001615861547179
5069,45,0.0002850156161002
5073,26,0.0011905459687113
5077,24,0.0001013214423437
5078,26,0.0004420993791427
5084,21,7.137502689147368e-05
5086,21,0.0001088046337827
5087,21,9.336735820397736e-05
5088,21,7.936771726235747e-05
5091,24,0.0004557127540465
5092,63,0.0001630074111744
5101,12,0.000355140393367
5106,54,7.183381967479363e-05
5112,23,0.0001349086087429
5115,13,0.0019959735218435
5120,34,0.0003147925017401
5130,50,0.0003397420223336
5131,25,8.439338125754148e-05
5132,24,0.0014327999670058
5133,24,0.0001036507965181
5135,21,9.91089691524394e-05
5136,21,0.0004363266634754
5138,26,0.0001097393906093
5139,24,7.746840856270865e-05
5140,40,7.354735134867951e-05
5143,40,8.354764577234164e-05
5144,40,0.0001993307378143
5149,26,0.000182083560503
5150,22,0.0001210540140164
5152,22,0.0001210540140164
5153,31,0.0005479770479723
5162,45,8.154840907081962e-05
5163,45,8.546817844035104e-05
5164,45,0.0002600081497803
5165,45,0.0002104489831253
5167,24,7.001690391916782e-05
5168,44,5.973569204797968e-05
5171,20,0.000292777956929
5173,20,6.259894871618599e-05
5174,40,8.009762677829713e-05
5175,23,8.938094833865762e-05
5176,40,7.774593541398644e-05
5177,40,0.0001142195033025
5178,63,7.264094892889261e-05
5179,40,6.904712790856138e-05
5180,54,0.0001016574606182
5181,20,6.160158955026418e-05
5183,23,9.070667874766514e-05
5184,21,0.0001164506975328
5186,69,9.412785584572704e-05
5191,40,5.8145920775132254e-05
5193,40,7.702041330048814e-05
5195,52,6.270218727877364e-05
5198,63,7.877648749854416e-05
5199,63,7.877648749854416e-05
5205,63,0.0001329616497969
5206,63,8.611431258032098e-05
5209,36,6.263441900955513e-05
5210,36,0.0011597356060519
5211,36,0.0001907449623104
5212,63,7.709808414801955e-05
5218,21,0.0001222708669956
5219,69,0.0001835171860875
5227,40,0.0039801164530217
5228,40,6.927677895873785e-05
5230,38,0.0006263956893235
5233,40,0.0001035745226545
5239,24,0.0001078728964785
5240,24,8.146873733494431e-05
5241,24,7.814857963239774e-05
5242,34,0.0001420978805981
5247,24,6.417329859687015e-05
5248,52,9.277839853893964e-05
5256,54,6.627840775763616e-05
5258,23,9.633114677853882e-05
5259,23,0.0023535373620688
5260,25,7.118334906408563e-05
5261,34,0.0001375982101308
5267,39,0.0008289625402539
5274,29,0.0052437568083405
5284,26,6.192440923769027e-05
5285,40,0.0001132976758526
5286,40,0.00046184042003
5287,26,0.0004471346619538
5290,26,0.0001017251488519
5295,31,0.0001098864086088
5296,30,7.676267705392092e-05
5300,30,0.0003664054092951
5301,30,0.000180509276106
5302,26,6.433463568100706e-05
5303,26,6.930730887688696e-05
5305,26,0.0046070567332208
5306,22,0.0002163385070161
5308,26,0.0001046866309479
5309,24,6.552534614456818e-05
5312,21,6.764589488739148e-05
5313,26,0.0030254290904849
5314,24,6.957416917430237e-05
5318,34,0.000153140965267
5320,36,6.546101940330118e-05
5322,36,0.0001617913658265
5323,26,0.0001413188874721
5324,36,6.135337025625631e-05
5325,36,0.0004627987509593
5326,20,7.925351383164525e-05
5327,40,7.766857015667483e-05
5328,20,6.17557525401935e-05
5330,40,6.247287819860503e-05
5331,33,7.94595034676604e-05
5332,33,6.565738294739276e-05
5333,40,0.0001388222590321
5334,40,8.115090895444155e-05
5337,45,0.0001176821824628
5338,63,0.000106453524495
5339,36,6.565694638993591e-05
5341,63,0.0002629017399158
5347,57,0.0005461611435748
5351,40,8.737325697438791e-05
5352,40,0.0001782033214112
5353,21,0.0001181197440018
5354,31,0.0001360594324069
5355,21,0.0001265108876395
5356,21,0.0002174836408812
5357,31,0.0001177820959128
5358,31,0.0001441035419702
5361,69,0.0001732222590362
5363,69,6.832812505308539e-05
5364,54,7.033994188532233e-05
5365,45,0.0001037951078615
5366,45,0.0011455438798293
5369,18,0.0001033111548167
5371,26,7.678449037484825e-05
5372,55,7.585085404571146e-05
5373,20,0.0002301162894582
5376,45,0.0005199512233957
5377,21,0.0001084070536307
5378,21,9.862353908829392e-05
5379,20,9.129938553087412e-05
5380,21,0.0001178061356768
5382,21,0.0001465610548621
5383,23,0.0007320322911255
5387,21,0.0009506032220087
5388,21,0.0001953855389729
5390,21,7.690203347010538e-05
5391,31,8.844626427162439e-05
5392,31,0.0001226656895596
5393,25,9.779622632777318e-05
5402,20,6.480085721705109e-05
5403,23,9.208218398271129e-05
5408,31,0.0006660354556515
5409,26,8.193869871320203e-05
5410,31,0.0001619826362002
5411,34,0.0001117415959015
5413,31,0.0002711455745156
5414,31,0.0001217583485413
5417,45,0.0011610377114266
5418,31,0.0001518714707344
5420,44,7.288373308256269e-05
5426,46,0.0035709552466869
5432,54,0.0001086861084331
5434,12,0.001084994059056
5436,12,0.0002410746237728
5438,21,0.0031740977428853
5442,21,0.000282417749986
5443,21,6.215946632437408e-05
5444,40,0.0004583225236274
5447,21,0.0001336390123469
5448,21,8.006440475583076e-05
5449,21,0.0010803892510011
5451,21,8.003997936611995e-05
5453,40,6.982154445722699e-05
5454,18,0.0001367396616842
5464,54,6.78373035043478e-05
5465,23,0.0002178912982344
5466,42,0.0002468421298544
5467,42,0.0006380116101354
5468,25,8.000496018212289e-05
5472,36,7.428818207699805e-05
5476,13,0.0001500010839663
5481,39,5.7495286455377936e-05
5494,24,8.790510764811188e-05
5496,24,7.183484558481723e-05
5497,33,0.0001337697030976
5498,33,9.900610166369006e-05
5501,30,0.0001081427326425
5505,55,8.017771324375644e-05
5514,24,0.0001929738355102
5517,21,9.952652908395976e-05
5521,24,9.160050103673711e-05
5523,26,7.114602340152487e-05
5524,61,0.0001128921794588
5525,23,0.0001481927174609
5529,24,6.86880957800895e-05
5530,26,0.0001047643236233
5531,52,7.700498827034608e-05
5532,34,0.000124751459225
5533,23,0.0001917678164318
5534,24,7.611677574459463e-05
5535,45,6.809220212744549e-05
5538,45,0.0053015979938209
5539,45,0.0001368048688163
5540,47,8.262391929747537e-05
5543,21,0.0018317037029191
5544,26,0.0001000984557322
5548,47,8.158574200933799e-05
5549,47,7.223628927022219e-05
5550,23,0.0001223722210852
5551,45,7.88607430877164e-05
5552,61,8.083509601419792e-05
5559,40,7.090334838721901e-05
5564,21,8.11133868410252e-05
5565,21,7.488628034479916e-05
5567,21,0.0044744191691279
5572,26,0.000306337402435
5576,34,0.0001659311528783
5582,30,0.0001805419888114
5584,30,0.0006204675300978
5585,21,8.260878530563787e-05
5586,21,0.0006814646185375
5588,30,0.0001148241572082
5594,54,0.0002367234847042
5596,21,7.211391493910924e-05
5599,21,0.0001577971124788
5601,21,0.0001925771648529
5602,21,0.0012509265216067
5603,21,0.0001921261718962
5607,12,0.0001598160451976
5610,21,0.0001331826933892
5617,54,7.190489122876897e-05
5618,44,7.039496267680079e-05
5624,25,0.0001547781284898
5629,25,0.0001484201056882
5632,13,0.0004743581812363
5643,26,8.759416232351214e-05
5644,40,0.0007014764705672
5645,40,8.290251571452245e-05
5649,26,0.0001319427974522
5652,26,0.0001751657255226
5654,45,9.40981408348307e-05
5655,45,0.0003076679713558
5656,45,7.065355021040887e-05
5657,45,0.0002574059180915
5658,26,0.0008965445449575
5660,31,0.0001014271983876
5672,26,8.698129386175424e-05
5673,20,6.404363375622779e-05
5674,44,7.334732072195038e-05
5676,44,5.558902557822876e-05
5677,44,0.0003064256161451
5680,33,8.563150186091661e-05
5682,33,7.493735756725073e-05
5685,23,8.66939517436549e-05
5686,36,6.937806028872728e-05
5688,36,7.143106631701812e-05
5692,21,0.0008156633120961
5694,36,8.454747876385227e-05
5695,36,0.0001087190685211
5697,24,0.0001459388149669
5698,30,7.856073352741078e-05
5699,30,0.0011841581435874
5703,24,7.936506881378591e-05
5704,21,9.637185576139018e-05
5705,21,9.653778397478165e-05
5706,21,0.0002332392323296
5707,43,0.000434025627328
5708,25,0.0001475952158216
5715,23,0.0004667256725952
5718,21,0.000199027635972
5719,21,0.0001091706653824
5720,21,7.012448622845113e-05
5722,23,0.0003587174578569
5727,21,0.0002973358496092
5728,21,8.514173532603309e-05
5730,30,0.0001361341855954
5733,30,9.01243620319292e-05
5738,21,0.0001133613259298
5739,21,0.0001438466861145
5741,45,6.585358642041683e-05
5742,45,0.000240541252424
5743,45,0.0031791301444172
5751,34,0.0008481171680614
5773,34,0.0006631953292526
5774,25,7.171212928369641e-05
5776,54,0.0001800944446586
5779,38,0.0003094825369771
5781,18,7.438621832989156e-05
5782,21,0.0002462455304339
5783,21,6.819182453909889e-05
5786,21,0.0023582142312079
5790,12,9.594912989996374e-05
5796,30,5.937437890679576e-05
5798,30,7.365558121819049e-05
5799,23,0.0001010368214338
5800,54,8.268981036962941e-05
5801,20,7.760120206512511e-05
5802,63,8.709375833859667e-05
5805,25,7.935272878967226e-05
5818,26,0.0003779073012992
5823,55,0.0001542783284094
5839,40,7.110573642421514e-05
5840,40,0.0001037530528265
5841,40,0.0001145947899203
5842,40,0.0006023398018442
5843,33,7.050682324916124e-05
5846,40,7.50741091906093e-05
5849,31,0.0003601440985221
5852,30,8.724712097318843e-05
5854,30,0.0001917425979627
5858,30,8.138657722156495e-05
5860,55,0.0013677887618541
5861,45,0.0009934916161
5862,30,0.0001121030727517
5863,30,0.000352344213752
5865,30,0.0002831484016496
5866,30,0.0001815089344745
5869,36,0.0006746799917891
5870,18,0.0001024293887894
5871,45,0.0001527847925899
5873,26,8.636769052827731e-05
5878,21,0.0002389097644481
5879,33,6.231811858015135e-05
5880,33,0.0001143565968959
5883,46,7.508778799092397e-05
5885,46,0.0016878229798749
5894,40,0.0001056623659678
5905,20,0.0003438650455791
5906,26,0.0001095769985113
5907,20,0.0002269857941428
5908,21,0.0001464041997678
5909,21,0.0001861529744928
5911,21,0.00027791064349
5913,21,8.585692557971925e-05
5914,21,0.0001248021580977
5918,24,0.0006340505206026
5919,26,9.592296555638312e-05
5920,23,0.0003342180571053
5921,23,0.0001398484746459
5922,34,0.000166064754012
5923,33,8.659026207169518e-05
5924,23,0.000361582118785
5926,26,0.0001434117148164
5927,26,8.334862650372088e-05
5928,21,6.501676398329437e-05
5932,55,0.0002864747366402
5936,45,0.0001061948860296
5938,23,0.0003238097997382
5939,21,0.0043022632598876
5940,45,0.0001986075512832
5941,33,9.156478336080907e-05
5943,54,6.677049532299861e-05
5947,40,6.74608163535595e-05
5948,26,0.0001531561720184
5954,23,0.0030492190271615
5958,34,9.058704745257272e-05
5959,52,0.0001374539569951
5963,45,6.742898403899744e-05
5973,26,0.0003498397418297
5974,24,0.0007208545575849
5977,45,0.001319853356108
5983,12,0.0002313129516551
5986,24,0.0001667863107286
5987,45,6.742846744600683e-05
5992,20,0.0006161397905088
6002,13,0.0002187804202549
6016,20,9.879691788228227e-05
6019,24,0.0003650306898634
6021,20,0.0001501003716839
6022,20,0.0001259269192814
6023,45,0.0011322458740323
6024,54,9.659708302933724e-05
6025,34,0.0001347075740341
6032,13,0.0029989390168339
6052,24,0.000618921010755
6053,33,0.0001095171464839
6058,55,8.59226129250601e-05
6059,26,8.02461727289483e-05
6060,31,7.75075750425458e-05
6062,40,0.0001147076109191
6064,40,9.759220847627148e-05
6065,29,7.404939970001578e-05
6067,40,0.0005202072788961
6068,40,7.351642852881923e-05
6069,40,8.65984329720959e-05
6072,30,8.578368579037488e-05
6073,30,0.0001046417164616
6074,30,0.0006472757668234
6076,30,9.62099729804322e-05
6077,30,0.0002246355870738
6078,33,8.63422392285429e-05
6079,30,6.775235669920221e-05
6081,30,8.820151560939848e-05
6083,30,6.797866808483377e-05
6084,33,0.0001142469554906
6086,45,0.0001177461672341
6087,45,0.0001486151159042
6091,24,8.493843051837757e-05
6093,26,0.0001610865001566
6094,26,0.0002492158964741
6095,20,5.805892942589708e-05
6096,26,8.228785009123385e-05
6099,20,7.990294398041442e-05
6101,20,0.0006733474438078
6103,26,0.0001662108115851
6110,22,0.0023241022136062
6111,26,6.335117359412834e-05
6114,21,0.0003561314078979
6115,24,8.503552817273885e-05
6117,26,0.0009817815152928
6119,40,0.0001569111336721
6120,20,8.519038237864152e-05
6122,26,0.0001441126223653
6124,60,8.813432941678911e-05
6126,26,6.627575203310698e-05
6127,31,8.299932960653678e-05
6128,31,0.0002874333586078
6129,31,0.0002637965953908
6130,31,0.0001939936628332
6131,21,0.000312970689265
6132,21,8.948174945544451e-05
6133,21,0.0067358594387769
6135,21,7.880165503593162e-05
6136,21,0.0001026883619488
6137,21,0.0018534827977418
6138,21,0.0001059397109202
6139,21,0.0001132434481405
6140,61,0.0001448701223125
6141,33,0.0001102504029404
6143,33,0.0001240048732142
6146,33,0.0001164078348665
6147,33,6.316790677374229e-05
6148,30,0.0001287710183532
6149,21,6.285280687734485e-05
6151,26,8.002678077900782e-05
6153,45,0.0001114148544729
6154,26,0.0018887465121224
6155,45,0.0001898504124255
6156,34,0.0001211958515341
6157,52,0.0792841017246246
6160,45,0.0005389653961174
6161,45,0.0003977356245741
6167,21,0.0009130551479756
6168,45,0.0002703602949623
6175,40,6.417238182621077e-05
6179,30,0.0001227591856149
6180,30,0.0001415690639987
6182,30,0.0001086498450604
6185,20,7.71351478761062e-05
6186,60,0.0001102304304367
6187,36,5.6741770094959065e-05
6189,36,6.557066080858931e-05
6191,36,0.0001192278286907
6192,36,7.583009573863819e-05
6193,36,0.0001173509299405
6194,46,9.302467515226454e-05
6195,36,0.1033410876989364
6197,23,0.00015482478193
6198,23,0.0001233804650837
6199,54,7.498954073525965e-05
6203,12,9.437690459890292e-05
6206,39,6.906556518515572e-05
6211,13,0.0001331264502368
6231,33,7.155167259043083e-05
6233,40,0.0001115894337999
6234,40,0.0001321266172453
6238,31,0.0014413972385227
6239,40,8.194425026886165e-05
6240,40,0.0001944147370522
6245,40,7.296363037312403e-05
6251,33,6.442162703024223e-05
6252,26,0.0004022261418867
6253,29,0.0011896182550117
6254,30,8.348369738087058e-05
6256,30,0.0001692991645541
6260,40,0.0001049547136062
6262,26,0.0001170654868474
6268,40,9.398228576174006e-05
6270,24,6.369281618390232e-05
6273,33,8.921397238736972e-05
6274,33,7.433877908624709e-05
6275,33,6.745972495991737e-05
6276,33,8.078925020527095e-05
6278,36,7.205123256426305e-05
6279,55,0.000102396668808
6280,36,0.0001090014193323
6281,36,6.079147715354338e-05
6282,36,0.0001448440161766
6283,55,0.0001348228397546
6284,33,0.0001453187869628
6285,21,0.0028927619569003
6287,40,6.903547182446346e-05
6288,40,0.0001088875651475
6289,26,9.39668680075556e-05
6292,20,0.0004617416125256
6293,20,0.00368263409473
6294,23,0.0001732557866489
6296,24,0.000576845894102
6297,30,0.0001884993980638
6298,21,0.0004694582312367
6299,30,0.0001406581286573
6301,21,0.0001709948555799
6302,21,9.797749953577296e-05
6303,21,7.084354001563042e-05
6304,36,0.0429868400096893
6305,30,0.0001164543500635
6307,21,0.0001941146620083
6308,21,0.0001234072842635
6310,45,0.0001038624322973
6311,60,0.0001106101262848
6312,24,7.593147165607661e-05
6316,21,8.316618186654523e-05
6320,45,9.600789053365588e-05
6325,23,7.220984116429463e-05
6327,30,0.000122492579976
6328,20,7.599623495480046e-05
6329,20,0.0001160562751465
6330,21,0.0018170953262597
6333,49,8.293872815556824e-05
6338,34,0.0003549545654095
6345,21,0.0003914864209946
6347,21,7.468309922842309e-05
6348,21,0.0001068758429028
6352,45,0.0001726187911117
6355,30,0.0001473253942094
6356,38,0.0004351826792117
6358,56,9.119775495491922e-05
6359,12,8.272372360806912e-05
6364,21,0.0004377156146802
6365,21,0.0001139818705269
6367,21,9.883818711386994e-05
6368,21,0.000151363594341
6369,21,7.084367098286748e-05
6372,23,0.0003705317212734
6375,25,0.001300081028603
6383,23,0.0001381804031552
6384,54,6.517219298984855e-05
